Class,Alcohol,Malic acid,Attribute,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
1,0.8421052631578951,0.19169960474308304,2.43,15.6,127,2.8,3.06,0.28,2.29,5.64,1.04,3.92,1065
1,0.5710526315789473,0.20553359683794467,2.14,11.2,100,2.65,2.76,0.26,1.28,4.38,1.05,3.4,1050
1,0.560526315789474,0.32015810276679846,2.67,18.6,101,2.8,3.24,0.3,2.81,5.68,1.03,3.17,1185
1,0.8789473684210525,0.23913043478260873,2.5,16.8,113,3.85,3.49,0.24,2.18,7.8,0.86,3.45,1480
1,0.5815789473684214,0.36561264822134387,2.87,21.0,118,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735
1,0.8342105263157893,0.20158102766798422,2.45,15.2,112,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450
1,0.8842105263157896,0.22332015810276687,2.45,14.6,96,2.5,2.52,0.3,1.98,5.25,1.02,3.58,1290
1,0.797368421052632,0.2786561264822135,2.61,17.6,121,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295
1,1.0,0.17786561264822134,2.17,14.0,97,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045
1,0.7447368421052629,0.12055335968379452,2.27,16.0,98,2.98,3.15,0.22,1.85,7.22,1.01,3.55,1045
1,0.8078947368421052,0.2806324110671937,2.3,18.0,105,2.95,3.32,0.22,2.38,5.75,1.25,3.17,1510
1,0.8131578947368419,0.14624505928853757,2.32,16.8,95,2.2,2.43,0.26,1.57,5.0,1.17,2.82,1280
1,0.7157894736842105,0.1956521739130435,2.41,16.0,89,2.6,2.76,0.29,1.81,5.6,1.15,2.9,1320
1,0.9789473684210526,0.1956521739130435,2.39,11.4,91,3.1,3.69,0.43,2.81,5.4,1.25,2.73,1150
1,0.8815789473684212,0.22332015810276687,2.38,12.0,102,3.3,3.64,0.29,2.96,7.5,1.2,3.0,1547
1,0.6842105263157898,0.2114624505928854,2.7,17.2,112,2.85,2.91,0.3,1.46,7.3,1.28,2.88,1310
1,0.8605263157894738,0.233201581027668,2.72,20.0,120,2.8,3.14,0.33,1.97,6.2,1.07,2.65,1280
1,0.736842105263158,0.1640316205533597,2.62,20.0,115,2.95,3.4,0.4,1.72,6.6,1.13,2.57,1130
1,0.831578947368421,0.16798418972332022,2.48,16.5,108,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680
1,0.6868421052631581,0.46640316205533605,2.56,15.2,116,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845
1,0.797368421052632,0.17588932806324112,2.28,16.0,126,3.0,3.17,0.24,2.1,5.65,1.09,3.71,780
1,0.5,0.6047430830039526,2.65,18.6,102,2.41,2.41,0.25,1.98,4.5,1.03,3.52,770
1,0.7052631578947373,0.2213438735177866,2.36,16.6,101,2.61,2.88,0.27,1.69,3.8,1.11,4.0,1035
1,0.47894736842105257,0.16996047430830044,2.52,17.8,95,2.48,2.37,0.26,1.46,3.93,1.09,3.63,1015
1,0.6499999999999999,0.2114624505928854,2.61,20.0,96,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845
1,0.5315789473684216,0.258893280632411,3.22,25.0,124,2.63,2.68,0.47,1.92,3.58,1.13,3.2,830
1,0.6210526315789475,0.20355731225296445,2.62,16.1,93,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195
1,0.5973684210526318,0.19367588932806326,2.14,17.0,94,2.4,2.19,0.27,1.35,3.95,1.02,2.77,1285
1,0.7473684210526317,0.22924901185770755,2.8,19.4,107,2.95,2.97,0.37,1.76,4.5,1.25,3.4,915
1,0.7868421052631578,0.1857707509881423,2.21,16.0,96,2.65,2.33,0.26,1.98,4.7,1.04,3.59,1035
1,0.7105263157894739,0.15019762845849807,2.7,22.5,101,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285
1,0.6710526315789473,0.18181818181818185,2.36,19.1,106,2.86,3.19,0.22,1.95,6.9,1.09,2.88,1515
1,0.6973684210526314,0.2154150197628459,2.36,17.2,104,2.42,2.69,0.42,1.97,3.84,1.23,2.87,990
1,0.7184210526315788,0.15612648221343875,2.7,19.5,132,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235
1,0.6526315789473687,0.20948616600790518,2.65,19.0,110,2.35,2.53,0.29,1.54,4.2,1.1,2.87,1095
1,0.6447368421052633,0.2114624505928854,2.41,20.5,100,2.7,2.98,0.26,1.86,5.1,1.04,3.47,920
1,0.5921052631578947,0.17786561264822134,2.84,15.5,110,2.6,2.68,0.34,1.36,4.6,1.09,2.78,880
1,0.5315789473684216,0.17984189723320157,2.55,18.0,98,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105
1,0.5368421052631582,0.15019762845849807,2.1,15.5,98,2.4,2.64,0.28,1.37,3.7,1.18,2.69,1020
1,0.8394736842105264,0.6422924901185771,2.51,13.2,128,3.0,3.04,0.2,2.08,5.1,0.89,3.53,760
1,0.6657894736842107,0.19169960474308304,2.31,16.2,117,3.15,3.29,0.34,2.34,6.13,0.95,3.38,795
1,0.6263157894736846,0.6126482213438735,2.12,18.8,90,2.45,2.68,0.27,1.48,4.28,0.91,3.0,1035
1,0.7500000000000004,0.22727272727272727,2.59,15.0,101,3.25,3.56,0.17,1.7,5.43,0.88,3.56,1095
1,0.5815789473684214,0.6403162055335969,2.29,17.5,103,2.64,2.63,0.32,1.66,4.36,0.82,3.0,680
1,0.5315789473684216,0.20355731225296445,2.1,17.0,107,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885
1,0.836842105263158,0.6521739130434783,2.44,18.9,111,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080
1,0.8815789473684212,0.5632411067193676,2.28,16.0,102,3.25,3.17,0.27,2.19,4.9,1.04,3.44,1065
1,0.7552631578947371,0.1857707509881423,2.12,16.0,101,3.1,3.39,0.21,2.14,6.1,0.91,3.33,985
1,0.8078947368421052,0.25296442687747034,2.4,18.8,103,2.75,2.92,0.32,2.38,6.2,1.07,2.75,1060
1,0.7657894736842104,0.1956521739130435,2.27,17.4,108,2.88,3.54,0.32,2.08,8.9,1.12,3.1,1260
1,0.5315789473684216,0.1956521739130435,2.04,12.4,92,2.72,3.27,0.17,2.91,7.2,1.12,2.91,1150
1,0.736842105263158,0.17984189723320157,2.6,17.2,94,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265
1,0.7342105263157896,0.199604743083004,2.42,14.0,111,3.88,3.74,0.32,1.87,7.05,1.01,3.26,1190
1,0.7210526315789472,0.22924901185770755,2.68,17.1,115,3.0,2.79,0.39,1.68,6.3,1.13,2.93,1375
1,0.7131578947368422,0.18379446640316208,2.25,16.4,118,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060
1,0.6657894736842107,0.1956521739130435,2.46,20.5,116,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120
1,0.8394736842105264,0.1897233201581028,2.3,16.3,118,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970
1,0.594736842105263,0.24308300395256918,2.68,16.8,102,3.0,3.23,0.31,1.66,6.0,1.07,2.84,1270
1,0.7078947368421056,0.13636363636363638,2.5,16.7,108,3.4,3.67,0.19,2.04,6.8,0.89,2.87,1285
2,0.3526315789473684,0.03952569169960474,1.36,10.6,88,1.98,0.57,0.28,0.42,1.95,1.05,1.82,520
2,0.34210526315789513,0.07114624505928857,2.28,16.0,101,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680
2,0.4236842105263161,0.12252964426877475,2.02,16.8,100,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450
2,0.6947368421052631,0.1007905138339921,1.92,18.0,94,2.1,1.79,0.32,0.73,3.8,1.23,2.46,630
2,0.3526315789473684,0.07707509881422925,2.16,19.0,87,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420
2,0.30000000000000027,0.14031620553359683,2.53,19.0,104,1.89,1.75,0.45,1.03,2.95,1.45,2.23,355
2,0.3526315789473684,0.09288537549407117,2.56,18.1,98,2.42,2.65,0.37,2.08,4.6,1.19,2.3,678
2,0.5473684210526315,0.0533596837944664,1.7,15.0,78,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502
2,0.3526315789473684,0.0849802371541502,1.92,19.6,78,2.11,2.0,0.27,1.04,4.68,1.12,3.48,510
2,0.6078947368421055,0.03952569169960474,2.36,17.0,110,2.53,1.3,0.55,0.42,3.17,1.02,1.93,750
2,0.310526315789474,0.08893280632411069,1.75,16.8,151,1.85,1.28,0.14,2.5,2.85,1.28,3.07,718
2,0.331578947368421,0.17193675889328067,2.21,20.4,103,1.1,1.02,0.37,1.46,3.05,0.906,1.82,870
2,0.7447368421052629,0.1521739130434783,2.67,25.0,86,2.95,2.86,0.21,1.87,3.38,1.36,3.16,410
2,0.6473684210526316,0.18181818181818185,2.24,24.0,87,1.88,1.84,0.27,1.03,3.74,0.98,2.78,472
2,0.5157894736842108,0.18379446640316208,2.6,30.0,139,3.3,2.89,0.21,1.96,3.35,1.31,3.5,985
2,0.2447368421052638,0.06916996047430832,2.3,21.0,101,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886
2,0.1657894736842107,0.22529644268774704,1.92,16.0,97,1.61,1.57,0.34,1.15,3.8,1.23,2.14,428
2,0.5263157894736841,0.031620553359683806,1.71,16.0,86,1.95,2.03,0.24,1.46,4.6,1.19,2.48,392
2,0.2131578947368422,0.4249011857707511,2.23,18.0,112,1.72,1.32,0.43,0.95,2.65,0.96,2.52,500
2,0.34210526315789513,0.04940711462450595,1.95,14.8,136,1.9,1.85,0.35,2.76,3.4,1.06,2.31,750
2,0.43947368421052646,0.6185770750988143,2.4,23.0,101,2.83,2.55,0.43,1.95,2.57,1.19,3.13,463
2,0.2552631578947371,0.035573122529644285,2.0,19.0,86,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278
2,0.44473684210526354,0.2114624505928854,2.2,18.8,86,2.2,2.53,0.26,1.77,3.9,1.16,3.14,714
2,0.2763157894736845,0.07707509881422925,2.51,24.0,78,2.0,1.58,0.4,1.4,2.2,1.31,2.72,630
2,0.5315789473684216,0.616600790513834,2.32,22.5,85,1.65,1.59,0.61,1.62,4.8,0.84,2.01,515
2,0.2131578947368422,0.029644268774703553,2.58,18.0,94,2.2,2.21,0.22,2.35,3.05,0.79,3.08,520
2,0.43157894736842106,0.047430830039525695,2.24,18.0,99,2.2,1.94,0.3,1.46,2.62,1.23,3.16,450
2,0.29736842105263195,0.17193675889328067,2.31,22.8,90,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495
2,0.1631578947368424,0.18379446640316208,2.62,26.0,88,1.92,1.61,0.4,1.34,2.6,1.36,3.21,562
2,0.16052631578947407,0.26086956521739135,2.46,21.6,84,1.95,1.69,0.48,1.35,2.8,1.0,2.75,680
2,0.2763157894736845,0.11660079051383401,2.3,23.6,70,2.2,1.59,0.42,1.38,1.74,1.07,3.21,625
2,0.2763157894736845,0.2154150197628459,2.32,18.5,81,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480
2,0.2552631578947371,0.1521739130434783,2.42,22.0,86,1.45,1.25,0.5,1.63,3.6,1.05,2.65,450
2,0.43684210526315814,0.15612648221343875,2.26,20.7,80,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495
2,0.331578947368421,0.4130434782608696,2.22,18.0,88,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290
2,0.155263157894737,0.2470355731225297,2.28,18.0,98,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345
2,0.3789473684210529,0.15415019762845852,2.2,19.0,162,2.5,2.27,0.32,3.28,2.6,1.16,2.63,937
2,0.20526315789473726,0.2727272727272728,2.74,21.5,134,1.6,0.99,0.14,1.56,2.5,0.95,2.26,625
2,0.331578947368421,0.13241106719367587,1.98,16.0,85,2.55,2.5,0.29,1.77,2.9,1.23,2.74,428
2,0.3526315789473684,0.06521739130434784,2.1,18.5,88,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660
2,0.331578947368421,0.48023715415019763,2.21,18.0,88,2.85,2.99,0.45,2.81,2.3,1.42,2.83,406
2,0.2763157894736845,0.2648221343873518,1.7,17.5,97,2.23,2.17,0.26,1.4,3.3,1.27,2.96,710
2,0.4131578947368424,0.11857707509881424,1.9,18.5,88,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562
2,0.34473684210526345,0.3379446640316206,2.46,21.0,98,2.56,2.11,0.34,1.31,2.8,0.8,3.38,438
2,0.20789473684210558,0.19367588932806326,1.88,19.5,86,2.5,1.64,0.37,1.42,2.06,0.94,2.44,415
2,0.38947368421052664,0.1956521739130435,1.98,20.5,85,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672
2,0.3657894736842109,0.35770750988142286,2.27,22.0,90,1.68,1.84,0.66,1.42,2.7,0.86,3.3,315
2,0.3210526315789477,0.1956521739130435,2.12,19.0,80,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510
2,0.44473684210526354,0.199604743083004,2.28,22.5,84,1.38,1.76,0.48,1.63,3.3,0.88,2.42,488
2,0.3131578947368423,0.10869565217391305,1.94,19.0,92,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312
2,0.15263157894736867,0.12055335968379452,2.7,20.0,94,2.74,2.92,0.29,2.49,2.65,0.96,3.26,680
2,0.11315789473684257,0.5928853754940713,1.82,19.5,107,3.18,2.58,0.24,3.58,2.9,0.75,2.81,562
2,0.39210526315789496,0.33399209486166015,2.17,21.0,88,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325
2,0.19210526315789478,0.383399209486166,2.92,20.0,103,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607
2,0.10000000000000053,0.0,2.5,21.0,88,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434
2,0.2763157894736845,0.12845849802371542,2.5,22.5,84,2.56,2.29,0.43,1.04,2.9,0.93,3.19,385
2,0.0,0.1521739130434783,2.2,21.5,85,2.46,2.17,0.52,2.01,1.9,1.71,2.87,407
2,0.20789473684210558,0.14426877470355734,1.99,20.8,86,1.98,1.6,0.3,1.53,1.95,0.95,3.33,495
2,0.3657894736842109,0.17193675889328067,2.19,22.5,108,2.0,2.09,0.34,1.61,2.06,1.06,2.96,345
2,0.45789473684210513,0.5316205533596838,1.98,16.0,80,1.63,1.25,0.43,0.83,3.4,0.7,2.12,372
2,0.2552631578947371,0.5316205533596838,2.0,19.0,87,2.0,1.64,0.37,1.87,1.28,0.93,3.05,564
2,0.1105263157894738,0.32806324110671936,2.42,20.0,96,2.9,2.79,0.32,1.83,3.25,0.8,3.39,625
2,0.13947368421052664,0.258893280632411,3.23,28.5,119,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465
2,0.3657894736842109,0.7292490118577075,2.73,26.5,102,2.2,2.13,0.43,1.71,2.08,0.92,3.12,365
2,0.5315789473684216,1.0,2.13,21.5,86,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380
2,0.2210526315789476,0.7055335968379447,2.39,21.0,82,2.86,3.03,0.21,2.91,2.8,0.75,3.64,380
2,0.2736842105263162,0.2806324110671937,2.17,21.0,85,2.6,2.65,0.37,1.35,2.76,0.86,3.28,378
2,0.3684210526315792,0.15612648221343875,2.29,21.5,86,2.74,3.15,0.39,1.77,3.94,0.69,2.84,352
2,0.20000000000000018,0.27470355731225293,2.78,28.5,92,2.13,2.24,0.58,1.76,3.0,0.97,2.44,466
2,0.3526315789473684,0.17588932806324112,2.3,24.5,88,2.22,2.45,0.4,1.9,2.12,0.89,2.78,342
2,0.26578947368421035,0.7035573122529645,2.38,22.0,80,2.1,1.75,0.42,1.35,2.6,0.79,2.57,580
3,0.4815789473684209,0.12055335968379452,2.32,18.0,122,1.51,1.25,0.21,0.94,4.1,0.76,1.29,630
3,0.4868421052631584,0.44466403162055346,2.4,20.0,104,1.3,1.22,0.24,0.83,5.4,0.74,1.42,530
3,0.4684210526315793,0.31027667984189733,2.4,24.0,98,1.15,1.09,0.27,0.83,5.7,0.66,1.36,560
3,0.43947368421052646,0.5553359683794467,2.36,21.5,106,1.7,1.2,0.17,0.84,5.0,0.78,1.29,600
3,0.38947368421052664,0.09881422924901187,2.25,17.5,85,2.0,0.58,0.6,1.25,5.45,0.75,1.51,650
3,0.4131578947368424,0.3399209486166008,2.2,18.5,94,1.62,0.66,0.63,0.94,7.1,0.73,1.58,695
3,0.3210526315789477,0.7865612648221344,2.54,21.0,89,1.38,0.47,0.53,0.8,3.85,0.75,1.27,720
3,0.3947368421052633,0.9426877470355732,2.64,25.0,96,1.79,0.6,0.63,1.1,5.0,0.82,1.69,515
3,0.6473684210526316,0.5632411067193676,2.19,19.5,88,1.62,0.48,0.58,0.88,5.7,0.81,1.82,580
3,0.47631578947368425,0.43873517786561267,2.61,24.0,101,2.32,0.6,0.53,0.81,4.92,0.89,2.15,590
3,0.5,0.40909090909090917,2.7,21.0,96,1.54,0.5,0.53,0.75,4.6,0.77,2.31,600
3,0.6131578947368421,0.3596837944664032,2.35,20.0,89,1.4,0.5,0.37,0.64,5.6,0.7,2.47,780
3,0.655263157894737,0.48023715415019763,2.72,23.5,97,1.55,0.52,0.5,0.55,4.35,0.89,2.06,520
3,0.6815789473684211,0.8320158102766799,2.35,20.0,92,2.0,0.8,0.47,1.02,4.4,0.91,2.05,550
3,0.3210526315789477,0.6205533596837945,2.2,18.5,112,1.38,0.78,0.29,1.14,8.21,0.65,2.0,855
3,0.560526315789474,0.5592885375494071,2.15,21.0,102,1.5,0.55,0.43,1.3,4.0,0.6,1.68,830
3,0.7500000000000004,0.8498023715415021,2.23,20.0,80,0.98,0.34,0.4,0.68,4.9,0.58,1.33,415
3,0.48421052631578965,0.7648221343873519,2.48,21.5,86,1.7,0.65,0.47,0.86,7.65,0.54,1.86,625
3,0.6026315789473689,0.4940711462450593,2.38,21.5,92,1.93,0.76,0.45,1.25,8.42,0.55,1.62,650
3,0.5394736842105265,0.624505928853755,2.36,21.5,113,1.41,1.39,0.34,1.14,9.4,0.57,1.33,550
3,0.6499999999999999,0.4703557312252965,2.62,24.0,123,1.4,1.57,0.22,1.25,8.6,0.59,1.3,500
3,0.4631578947368422,0.3814229249011858,2.48,22.0,112,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480
3,0.5473684210526315,0.22924901185770755,2.75,25.5,116,2.2,1.28,0.26,1.56,7.1,0.61,1.33,425
3,0.5789473684210531,0.5059288537549407,2.28,18.5,98,1.8,0.83,0.61,1.87,10.52,0.56,1.51,675
3,0.4078947368421053,0.10869565217391305,2.1,20.0,103,1.48,0.58,0.53,1.4,7.6,0.58,1.55,640
3,0.5631578947368423,0.8794466403162058,2.32,22.0,93,1.74,0.63,0.61,1.55,7.9,0.6,1.48,725
3,0.7394736842105263,0.6679841897233202,2.38,19.5,89,1.8,0.83,0.48,1.56,9.01,0.57,1.64,480
3,0.37368421052631584,0.45256916996047425,2.64,27.0,97,1.9,0.58,0.63,1.14,7.5,0.67,1.73,880
3,0.8710526315789475,0.1857707509881423,2.7,25.0,98,2.8,1.31,0.53,2.7,13.0,0.57,1.96,660
3,0.6447368421052633,0.18379446640316208,2.64,22.5,89,2.6,1.1,0.52,2.29,11.75,0.57,1.78,620
3,0.3500000000000001,0.6106719367588933,2.38,21.0,88,2.3,0.92,0.5,1.04,7.65,0.56,1.58,520
3,0.7000000000000002,0.4980237154150198,2.54,20.0,107,1.83,0.56,0.5,0.8,5.88,0.96,1.82,680
3,0.47894736842105257,0.5,2.58,22.0,106,1.65,0.6,0.6,0.96,5.58,0.87,2.11,570
3,0.5078947368421058,0.5355731225296444,2.35,18.5,106,1.39,0.7,0.4,0.94,5.28,0.68,1.75,675
3,0.7236842105263159,0.39920948616600793,2.3,22.0,90,1.35,0.68,0.41,1.03,9.58,0.7,1.68,615
3,0.7105263157894739,0.7154150197628459,2.26,22.5,88,1.28,0.47,0.52,1.15,6.62,0.78,1.75,520
3,0.6368421052631579,0.5849802371541503,2.6,23.0,111,1.7,0.92,0.43,1.46,10.68,0.85,1.56,695
3,0.4710526315789476,0.5197628458498025,2.3,19.5,88,1.48,0.66,0.4,0.97,10.26,0.72,1.75,685
3,0.6710526315789473,0.36363636363636365,2.69,24.5,105,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750
3,0.6236842105263158,0.7628458498023716,2.86,25.0,112,1.98,0.96,0.27,1.11,8.5,0.67,1.92,630
3,0.3078947368421052,0.45256916996047425,2.32,19.0,96,1.25,0.49,0.4,0.73,5.5,0.66,1.83,510
3,0.45789473684210513,0.32608695652173925,2.28,19.5,86,1.39,0.51,0.48,0.64,9.899999,0.57,1.63,470
3,0.823684210526316,0.34980237154150196,2.48,20.0,91,1.68,0.7,0.44,1.24,9.7,0.62,1.71,660
3,0.7052631578947373,0.9703557312252966,2.45,20.5,95,1.68,0.61,0.52,1.06,7.7,0.64,1.74,740
3,0.6236842105263158,0.6264822134387352,2.48,23.0,102,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750
3,0.5894736842105264,0.699604743083004,2.26,20.0,120,1.59,0.69,0.43,1.35,10.2,0.59,1.56,835
3,0.5631578947368423,0.36561264822134387,2.37,20.0,120,1.65,0.68,0.53,1.46,9.3,0.6,1.62,840
3,0.8157894736842106,0.6640316205533596,2.74,24.5,96,2.05,0.76,0.56,1.35,9.2,0.61,1.6,560
